InventoryID,ProductID,SupplierID,WarehouseID,DateID,QuantityReceived,QuantitySold,CurrentStock,PurchaseCost,SellingPrice,DeliveryDays,OrderStatus
26671,1124,460,63,20241006,429,246,442,1177.95,1329.36,6,Pending
26672,1269,381,76,20250914,467,16,569,602.19,662.82,17,Delayed
26673,1121,73,80,20230221,491,428,156,1448.87,1904.82,17,Delivered
26674,834,112,77,20251001,146,15,344,326.58,459.53,15,Delivered
26675,1937,351,12,20240411,379,12,665,771.5,914.27,11,Pending
26676,606,305,20,20230823,375,247,170,1142.15,1368.94,13,Pending
26677,1202,12,93,20230110,398,375,244,1112.16,1467.75,3,Delivered
26678,22,416,52,20230617,172,129,73,595.91,770.82,7,Delayed
26679,1655,396,20,20250608,369,334,117,746.78,887.53,5,Pending
26680,1822,275,65,20240420,283,77,223,376.43,502.7,15,Delivered
26681,979,389,57,20241204,188,58,365,313.98,436.45,2,Delivered
26682,1147,309,16,20221205,183,183,81,1451.21,2080.27,12,Pending
26683,886,59,12,20221222,447,211,394,624.27,740.33,20,Delivered
26684,1127,470,39,20251118,436,366,261,290.61,348.09,15,Delayed
26685,1321,22,71,20250809,363,96,491,1498.8,2074.94,17,Delayed
26686,712,474,64,20250318,413,176,392,157.7,186.19,5,Pending
26687,808,256,34,20240629,212,190,96,1411.2,1840.16,2,Delayed
26688,830,220,91,20221009,473,260,354,593.46,669.23,19,Delivered
26689,1060,402,79,20230610,84,64,242,800.99,1073.08,4,Delivered
26690,881,110,20,20220902,434,138,474,445.25,619.77,15,Delivered
26691,830,137,86,20250204,206,65,365,1404.22,1754.8,10,Pending
26692,164,479,18,20250228,303,163,439,82.65,102.59,15,Pending
26693,1733,219,62,20230730,240,123,233,351.84,451.49,20,Pending
26694,1426,220,47,20231228,150,57,165,740.45,890.2,5,Delayed
26695,1833,184,32,20240624,138,117,238,98.78,134.75,19,Delivered
26696,1628,284,53,20251213,181,74,122,1228.82,1728.47,3,Pending
26697,774,431,38,20250806,17,16,148,966.63,1241.1,11,Pending
26698,1845,411,35,20241022,128,35,362,408.07,593.28,2,Delayed
26699,494,168,12,20250208,75,39,241,1020.17,1250.46,6,Pending
26700,11,486,96,20251212,229,119,131,1059.81,1589.56,7,Pending
26701,723,34,69,20230210,80,32,144,77.18,93.02,11,Delayed
26702,615,105,69,20220509,402,56,498,462.17,606.74,11,Delivered
26703,226,163,37,20230107,456,155,313,1076.42,1456.62,18,Delivered
26704,235,229,13,20240207,382,216,295,314.45,412.57,3,Delayed
26705,1739,219,62,20240908,61,35,150,572.54,654.79,10,Delayed
26706,762,495,32,20240822,334,69,552,1432.14,1776.35,11,Delayed
26707,1519,432,27,20231106,235,233,211,846.22,1136.06,3,Pending
26708,261,231,19,20240531,268,133,261,943.95,1213.99,18,Delayed
26709,1386,209,16,20250530,455,217,248,1473.93,1770.09,4,Delivered
26710,1328,490,20,20220711,70,62,222,1311.25,1792.21,15,Delivered
26711,406,259,92,20240218,351,176,404,921.37,1109.93,12,Delivered
26712,1233,441,85,20240509,482,475,53,1197.4,1413.2,5,Delivered
26713,684,31,22,20250107,137,112,132,583.62,706.94,4,Pending
26714,1820,115,69,20251225,350,113,307,988.26,1244.73,18,Pending
26715,1058,207,92,20221217,189,39,271,1246.34,1374.49,8,Pending
26716,172,285,91,20251215,58,21,45,243.02,287.29,16,Delivered
26717,259,226,9,20240903,454,206,455,620.75,692.8,4,Delayed
26718,1047,180,4,20251218,349,315,267,122.98,173.22,13,Delayed
26719,1751,143,58,20250312,466,216,528,69.25,82.95,9,Pending
26720,44,324,86,20230920,57,44,82,1159.78,1714.91,14,Pending
26721,1051,186,20,20240402,284,9,278,831.61,1045.92,7,Pending
26722,750,451,31,20250528,64,52,255,1127.17,1469.77,17,Pending
26723,1585,279,92,20220215,26,10,46,584.49,739.73,7,Delayed
26724,762,500,48,20240929,332,277,192,315.26,388.7,18,Pending
26725,131,50,7,20230111,181,81,271,754.73,865.04,7,Pending
26726,577,63,77,20230416,427,267,161,371.01,505.92,14,Delivered
26727,1744,132,99,20230621,84,13,353,103.82,115.63,3,Delivered
26728,878,118,82,20231128,339,71,371,935.16,1184.27,14,Delayed
26729,376,135,19,20240417,499,143,463,580.68,865.62,19,Delayed
26730,1,384,78,20231222,223,96,240,804.55,1067.92,8,Delivered
26731,143,31,53,20240415,429,129,548,130.02,171.65,9,Delivered
26732,182,442,37,20220507,179,129,117,532.39,640.17,8,Delivered
26733,1137,442,7,20230612,397,149,481,950.12,1066.84,19,Delayed
26734,183,115,88,20250405,57,13,338,1234.1,1817.04,2,Delivered
26735,1036,268,67,20220918,104,31,302,566.92,662.42,18,Delayed
26736,1863,228,3,20220304,315,179,389,485.96,571.65,9,Delayed
26737,1228,356,21,20230410,153,128,133,300.03,429.87,13,Delayed
26738,638,54,99,20230811,490,305,268,762.73,1002.88,13,Pending
26739,1450,166,85,20240531,210,15,430,205.58,251.4,3,Delivered
26740,268,75,48,20250910,175,77,124,442.67,633.22,11,Delayed
26741,1166,428,59,20220901,478,26,596,1127.33,1387.22,10,Pending
26742,52,94,2,20251128,15,4,290,878.15,1213.29,13,Pending
26743,1712,494,39,20220923,59,13,158,158.23,223.79,11,Delayed
26744,877,466,69,20230501,405,3,601,431.0,643.51,13,Delivered
26745,772,60,8,20240412,93,42,170,1496.23,1870.76,15,Delivered
26746,580,108,23,20220825,251,189,345,1043.62,1424.94,19,Delivered
26747,1263,162,91,20230730,303,244,269,653.33,832.56,5,Pending
26748,1003,435,54,20240224,470,142,383,87.58,105.58,14,Delayed
26749,439,252,48,20230723,118,110,191,1041.22,1512.39,18,Pending
26750,283,198,86,20220921,271,66,258,836.85,1108.45,6,Pending
26751,583,211,47,20240428,194,18,467,863.64,1140.06,7,Delivered
26752,611,404,1,20250611,484,477,62,380.68,529.68,18,Delivered
26753,798,416,19,20231211,305,6,333,1380.17,1593.29,20,Delayed
26754,94,101,48,20250209,62,58,79,445.46,655.46,17,Pending
26755,309,372,33,20240414,112,99,214,1496.5,1662.38,13,Delayed
26756,193,431,23,20241207,360,327,101,1307.19,1867.69,5,Pending
26757,795,157,95,20250903,480,23,518,173.14,221.89,3,Pending
26758,414,107,87,20220804,410,295,360,1367.43,1690.59,4,Pending
26759,1528,373,20,20231022,288,236,62,1207.72,1454.53,17,Delayed
26760,1360,304,20,20220411,115,99,77,446.65,608.14,19,Delayed
26761,269,28,63,20241018,230,172,197,1034.16,1222.88,15,Delivered
26762,724,36,51,20251217,107,6,353,1005.18,1165.01,4,Pending
26763,1872,226,91,20220423,186,137,55,351.9,455.72,18,Delayed
26764,484,50,55,20240322,224,204,249,1196.8,1630.37,9,Pending
26765,1531,164,11,20220105,274,155,372,1095.09,1409.52,9,Delivered
26766,1937,463,11,20230322,288,192,245,918.95,1226.24,10,Delayed
26767,213,222,71,20241103,189,163,171,1498.81,1731.63,20,Delayed
26768,1207,366,12,20230202,208,155,341,1349.37,1841.03,6,Delivered
26769,721,395,49,20230728,455,263,412,164.82,232.7,11,Delivered
26770,730,445,81,20230113,279,96,400,822.51,1212.82,18,Delivered
26771,3,116,7,20220115,123,116,262,734.95,948.09,18,Delivered
26772,1908,131,27,20241028,195,72,145,1481.65,1814.38,18,Delayed
26773,1281,485,72,20220207,170,101,97,703.64,990.55,15,Delivered
26774,1459,151,46,20230401,499,161,519,91.9,111.91,6,Delayed
26775,1037,480,17,20221102,440,432,80,1239.12,1780.61,6,Pending
26776,684,401,6,20231214,136,54,129,291.21,336.6,11,Pending
26777,1086,187,86,20250828,335,161,290,609.86,794.28,13,Pending
26778,197,362,97,20250724,318,197,285,782.59,982.29,18,Delivered
26779,78,436,44,20230128,75,75,173,365.64,534.64,17,Pending
26780,953,161,22,20230112,81,5,257,1374.32,1827.62,17,Pending
26781,251,202,82,20231011,295,285,201,867.14,1199.65,6,Pending
26782,962,46,76,20220519,426,242,285,389.86,575.37,5,Pending
26783,70,331,3,20220830,291,185,272,1262.7,1432.6,2,Delayed
26784,1596,158,73,20231208,79,39,188,471.66,564.74,20,Pending
26785,1634,467,66,20250524,237,92,340,403.26,582.52,15,Delivered
26786,603,429,69,20230812,103,52,328,562.03,769.98,5,Delivered
26787,83,383,11,20250821,299,195,279,1200.72,1331.78,2,Pending
26788,4,366,67,20240108,258,41,513,118.59,163.15,5,Pending
26789,304,489,45,20220222,62,44,145,1461.77,1628.21,20,Delayed
26790,1644,297,17,20230129,151,52,186,433.13,485.53,18,Delivered
26791,236,187,19,20220829,188,131,209,425.59,574.56,16,Pending
26792,1534,318,100,20220813,250,41,422,1222.72,1417.77,5,Delayed
26793,635,159,70,20250526,331,157,221,745.76,1096.9,11,Pending
26794,779,395,7,20230801,417,58,380,1480.98,1631.03,8,Delayed
26795,469,188,46,20230413,104,42,321,276.49,373.13,3,Delayed
26796,1908,170,32,20230716,211,210,261,648.08,742.14,3,Delivered
26797,1799,314,68,20241127,301,224,224,433.21,537.2,2,Delayed
26798,362,284,75,20220821,120,62,181,1217.35,1384.62,16,Pending
26799,1890,497,7,20220806,171,83,342,677.3,790.61,3,Delivered
26800,1465,158,91,20240411,432,27,475,1421.92,1982.01,2,Delivered
26801,282,251,96,20230107,172,68,314,142.45,161.62,18,Pending
26802,545,139,7,20250924,23,21,115,768.56,998.53,10,Delivered
26803,1758,1,76,20220116,324,252,326,183.57,235.28,4,Delivered
26804,52,496,83,20230520,439,225,255,384.36,454.45,14,Delivered
26805,1690,130,94,20220815,11,1,109,198.77,291.2,2,Pending
26806,1812,252,8,20241009,445,129,340,213.58,280.17,6,Pending
26807,1226,58,92,20230114,151,102,168,68.78,76.75,20,Delayed
26808,790,6,39,20250630,118,22,375,294.74,362.32,12,Delayed
26809,102,215,56,20250118,279,229,75,1401.17,1786.59,12,Delivered
26810,1149,47,57,20241029,243,25,378,988.9,1254.01,14,Delivered
26811,618,448,35,20220814,154,133,164,1479.23,2210.2,13,Delivered
26812,1867,409,31,20220827,266,149,270,195.29,256.95,11,Delivered
26813,273,406,100,20220616,382,371,187,295.25,441.69,15,Pending
26814,746,258,88,20230106,438,373,319,138.73,175.56,3,Delivered
26815,1742,457,82,20241023,165,120,267,122.99,147.67,15,Delivered
26816,202,468,44,20250111,491,197,512,1120.17,1469.68,14,Pending
26817,77,84,16,20230602,494,399,313,1352.38,1908.1,12,Delivered
26818,1666,245,79,20231103,107,82,87,181.46,205.94,7,Pending
26819,1766,407,23,20250308,498,211,524,633.63,878.58,4,Delivered
26820,1683,363,46,20230401,194,182,286,393.5,563.61,5,Delivered
26821,1553,256,2,20220130,32,21,272,1413.24,1708.77,20,Delayed
26822,1981,344,87,20221222,299,185,167,524.45,732.06,12,Pending
26823,477,58,88,20250831,332,121,279,1292.41,1431.87,15,Pending
26824,1048,274,86,20241128,123,33,348,1151.75,1632.44,11,Delayed
26825,559,194,61,20231111,118,77,230,115.03,142.52,11,Delivered
26826,251,408,68,20220112,302,80,459,1101.21,1608.45,3,Delayed
26827,200,260,28,20250831,127,55,273,854.35,1151.41,14,Delayed
26828,1381,21,44,20230122,450,6,545,1442.33,2056.65,20,Delayed
26829,1404,166,66,20230217,313,251,140,1479.49,2097.55,17,Delivered
26830,1452,465,26,20230722,410,65,533,75.63,112.34,11,Delayed
26831,954,477,33,20240406,101,47,249,285.79,357.73,17,Delivered
26832,1623,303,92,20250818,156,22,320,1280.7,1785.2,15,Delayed
26833,517,198,46,20241125,301,262,282,513.23,594.4,9,Delayed
26834,1676,388,71,20240225,31,17,305,1258.73,1700.84,11,Delayed
26835,1831,281,20,20230626,266,11,467,1155.29,1668.97,2,Delivered
26836,1310,42,90,20240208,393,352,121,478.44,578.23,16,Delivered
26837,753,371,29,20220131,395,203,344,1256.08,1407.68,8,Delivered
26838,1379,248,17,20250727,208,151,137,1156.9,1559.19,4,Delayed
26839,350,56,2,20240808,319,62,540,187.3,257.2,5,Delayed
26840,1707,125,44,20220521,434,200,505,1227.44,1750.28,16,Delivered
26841,234,126,35,20220703,91,2,154,310.14,433.26,14,Delayed
26842,1610,190,23,20241117,112,49,92,718.68,994.16,11,Delivered
26843,644,68,29,20221201,288,79,388,1255.85,1577.87,14,Delayed
26844,430,101,2,20220404,411,137,336,1375.2,2028.45,2,Delayed
26845,913,71,21,20230728,398,14,564,319.88,431.74,19,Pending
26846,1568,311,28,20240828,237,88,223,570.03,800.96,20,Pending
26847,708,75,49,20230715,115,96,290,428.77,590.75,4,Delayed
26848,1774,146,80,20240614,304,179,156,1170.86,1730.05,3,Delivered
26849,851,59,42,20250516,440,140,433,722.15,844.98,10,Delayed
26850,1155,218,17,20240421,389,206,195,1391.1,1926.0,13,Pending
26851,1106,96,75,20250505,302,199,335,404.76,592.69,14,Delayed
26852,1201,194,90,20250613,40,14,243,243.08,294.07,11,Delayed
26853,292,37,23,20250711,426,212,513,316.75,396.24,15,Delivered
26854,525,492,28,20220421,371,319,278,267.7,319.19,6,Delivered
26855,239,195,29,20240529,303,203,272,1165.51,1383.59,15,Pending
26856,1657,256,81,20251208,493,178,341,1316.44,1501.42,14,Delayed
26857,1034,300,21,20220603,352,81,494,954.34,1239.19,19,Delivered
26858,668,374,63,20250314,286,130,223,1430.13,1781.38,5,Pending
26859,611,409,16,20251110,487,63,431,1429.56,1744.63,14,Delivered
26860,1608,213,31,20220503,392,277,151,1169.63,1349.89,15,Delivered
26861,1262,86,14,20220507,28,17,189,254.91,307.1,5,Delayed
26862,1348,5,98,20240615,372,252,127,605.92,668.59,18,Delayed
26863,1860,423,72,20220808,313,275,68,462.72,603.21,19,Pending
26864,825,330,47,20251216,417,256,404,1427.44,2133.44,9,Pending
26865,1450,484,58,20241021,14,9,32,592.33,697.09,10,Delayed
26866,954,62,48,20250530,214,111,278,778.58,1098.71,17,Pending
26867,263,372,67,20250607,371,68,566,774.33,953.22,12,Pending
26868,1117,491,59,20240429,66,54,251,343.83,380.52,5,Delivered
26869,715,1,84,20250421,58,50,73,1125.82,1321.93,4,Delivered
26870,1077,261,98,20250125,212,1,469,1024.01,1266.34,14,Delayed
26871,1184,137,64,20220121,35,19,297,533.04,798.0,15,Delivered
26872,1820,473,2,20221124,381,1,414,1370.16,1557.77,14,Delivered
26873,1652,7,4,20221106,11,8,213,839.09,971.36,6,Delayed
26874,206,24,75,20230209,447,445,218,1050.36,1218.09,9,Delivered
26875,1194,151,55,20230826,482,9,580,291.13,403.41,18,Pending
26876,139,161,74,20240404,195,110,299,228.44,311.07,15,Pending
26877,1440,78,47,20220715,212,64,362,808.32,892.25,16,Pending
26878,396,246,100,20241011,277,179,116,641.37,777.2,8,Delayed
26879,449,194,3,20221014,246,131,380,1471.65,1841.57,11,Pending
26880,1686,81,57,20220817,205,102,347,104.02,122.87,5,Delayed
26881,1638,431,18,20230429,381,232,212,1474.85,1855.29,12,Delayed
26882,1191,31,72,20230830,44,36,294,905.06,1134.6,7,Delayed
26883,1281,258,28,20250921,62,38,292,459.96,506.8,9,Delivered
26884,105,419,58,20231217,64,15,192,1316.56,1512.89,16,Pending
26885,1375,405,100,20250111,62,42,201,437.32,490.46,9,Delayed
26886,37,72,76,20220702,361,118,405,214.89,280.24,8,Pending
26887,1286,333,74,20220427,182,129,268,1126.51,1579.76,11,Delivered
26888,917,130,84,20251211,401,188,213,497.56,698.37,17,Pending
26889,492,147,73,20230601,80,21,89,479.54,613.42,17,Delayed
26890,608,271,37,20220425,111,52,341,1085.41,1498.66,16,Pending
26891,426,63,66,20240511,95,16,168,142.35,181.13,18,Pending
26892,1819,322,6,20230626,181,178,228,1097.75,1489.26,11,Delivered
26893,417,265,56,20220615,249,147,203,938.01,1376.39,17,Delivered
26894,847,7,43,20220402,234,55,317,1013.62,1228.24,5,Delivered
26895,511,25,35,20230817,212,35,392,871.17,1107.82,11,Delayed
26896,427,257,9,20240514,267,32,236,814.94,1064.75,7,Delivered
26897,1600,347,39,20241022,401,166,433,477.11,532.27,10,Delayed
26898,507,22,7,20240801,206,74,360,134.37,165.56,11,Delivered
26899,1188,359,31,20250417,243,122,188,1028.87,1408.87,4,Delivered
26900,68,487,48,20220526,415,390,42,425.39,533.72,12,Delivered
26901,1564,353,79,20220608,115,4,265,1123.5,1535.89,6,Pending
26902,1221,214,28,20240516,418,264,218,785.7,1164.85,16,Delivered
26903,682,381,19,20230128,330,51,312,1461.78,1851.04,12,Pending
26904,304,32,41,20220826,131,39,288,587.42,674.47,20,Delayed
26905,1071,137,6,20230901,154,141,169,628.92,751.7,15,Delayed
26906,1057,145,11,20220112,101,17,333,823.35,970.32,9,Pending
26907,702,491,78,20220610,269,133,430,1286.76,1852.56,20,Pending
26908,1812,496,37,20220320,23,3,247,141.04,206.01,7,Delayed
26909,588,212,60,20231028,172,137,46,1287.42,1418.12,15,Delivered
26910,177,500,87,20221001,184,122,63,624.77,814.61,16,Delayed
26911,166,25,91,20240911,55,40,163,428.31,546.91,13,Delivered
26912,1150,30,75,20230216,461,13,601,791.98,904.34,17,Delayed
26913,1578,141,48,20230510,76,19,315,151.97,190.39,11,Delivered
26914,258,286,54,20250530,256,210,60,1085.37,1320.85,18,Delivered
26915,569,414,3,20230605,369,306,284,573.82,710.59,20,Delivered
26916,1902,479,75,20240531,242,227,43,941.27,1401.36,9,Delayed
26917,708,81,76,20220211,379,238,366,760.0,910.66,18,Pending
26918,1310,498,68,20250906,367,33,615,547.0,802.95,20,Pending
26919,1045,210,60,20221020,98,82,177,1150.67,1423.4,5,Delivered
26920,680,180,93,20220106,80,45,45,613.27,786.53,5,Delivered
26921,1303,173,17,20240106,402,170,337,1035.99,1166.16,13,Delivered
26922,1714,12,78,20221226,144,80,244,1437.09,1744.01,18,Delayed
26923,1122,235,27,20220823,38,37,45,762.42,984.44,5,Pending
26924,1992,82,16,20220524,441,336,216,721.65,903.2,15,Delivered
26925,957,68,76,20240307,140,113,91,36.14,42.55,15,Delayed
26926,1940,159,64,20220701,416,312,279,1101.48,1622.13,12,Delivered
26927,1282,396,45,20221211,335,61,522,348.49,478.09,10,Delayed
26928,1009,141,31,20221014,42,25,27,293.27,371.51,5,Delayed
26929,1418,358,30,20250821,203,186,215,623.04,910.1,16,Delivered
26930,1719,139,98,20220805,142,76,344,592.25,704.96,8,Delayed
26931,1753,152,80,20220711,11,0,277,232.98,271.43,11,Delayed
26932,463,63,12,20240211,452,18,631,358.82,402.76,12,Delivered
26933,1818,36,38,20231029,440,269,304,1336.06,1526.65,3,Pending
26934,739,198,2,20250829,321,204,118,585.42,851.08,13,Delivered
26935,993,222,79,20230303,89,53,317,1297.1,1908.15,16,Delivered
26936,810,151,83,20220119,129,122,274,689.69,992.35,2,Delivered
26937,1697,241,28,20250318,402,3,507,770.41,977.6,14,Pending
26938,891,233,92,20240222,237,14,226,422.31,490.1,14,Delivered
26939,42,159,66,20251009,155,67,127,845.1,1245.43,8,Pending
26940,977,466,66,20250704,279,34,469,511.25,588.93,16,Delayed
26941,1016,259,47,20250104,454,382,243,298.07,359.97,10,Delayed
26942,1637,148,86,20250630,103,98,195,1202.62,1782.5,18,Pending
26943,1604,229,46,20220926,344,147,293,382.72,452.36,18,Pending
26944,1872,247,67,20230516,390,252,200,916.45,1237.9,5,Pending
26945,1356,162,71,20221021,71,36,294,436.46,640.23,12,Pending
26946,1459,372,95,20250322,335,164,364,575.27,834.68,15,Pending
26947,1993,426,46,20231017,270,142,422,257.33,327.82,10,Delivered
26948,62,16,76,20220101,432,355,166,1395.0,1804.87,11,Pending
26949,1250,97,12,20250606,287,250,162,1237.24,1818.47,10,Delayed
26950,594,223,7,20240327,496,94,506,1288.2,1679.21,3,Delayed
26951,282,499,89,20250913,78,42,187,827.53,1080.93,11,Pending
26952,1219,30,93,20230529,233,200,312,1319.27,1504.41,18,Delayed
26953,1249,291,18,20220214,496,48,624,1350.05,2002.44,8,Delayed
26954,302,436,8,20250307,412,202,415,1098.81,1234.07,2,Pending
26955,509,488,24,20250328,419,363,68,166.04,188.55,4,Delayed
26956,1760,80,51,20241124,47,22,48,84.68,103.87,5,Delayed
26957,1423,272,55,20220420,83,69,26,1408.42,2060.8,15,Delivered
26958,1423,359,58,20251120,281,35,546,238.6,304.83,15,Delivered
26959,1038,106,74,20240317,270,66,496,594.9,782.61,3,Delivered
26960,123,193,98,20240106,41,37,135,278.67,331.97,15,Delivered
26961,1533,487,59,20220224,353,210,186,640.42,714.38,5,Delayed
26962,463,125,85,20240726,463,353,241,31.94,47.04,19,Delivered
26963,1322,467,45,20230131,92,60,44,1118.81,1297.17,12,Delivered
26964,334,201,91,20221211,166,147,293,918.93,1096.75,7,Delayed
26965,1294,384,14,20250207,180,86,204,334.61,483.58,4,Delivered
26966,121,250,35,20230127,189,102,159,1007.7,1214.74,17,Pending
26967,1627,496,10,20230913,375,187,407,1207.0,1775.32,17,Pending
26968,1854,106,19,20230224,355,155,362,187.63,214.43,15,Pending
26969,885,455,16,20230501,13,1,91,1093.64,1563.63,15,Delayed
26970,785,418,38,20230628,207,194,136,686.79,818.03,9,Pending
26971,1090,378,25,20240822,470,292,442,531.84,619.22,5,Delayed
26972,460,52,99,20250819,37,24,217,1036.37,1209.93,20,Delayed
26973,1794,185,39,20240101,247,116,137,206.1,304.01,4,Pending
26974,956,416,47,20250331,415,139,309,620.12,789.9,8,Delivered
26975,630,34,30,20220131,110,60,285,41.4,62.06,15,Delivered
26976,1954,117,43,20251202,221,188,255,192.16,234.45,10,Delayed
26977,819,181,53,20221031,111,17,207,1115.16,1666.09,10,Delivered
26978,1776,402,98,20231227,270,20,302,522.34,717.04,6,Delivered
26979,667,175,93,20220410,244,117,278,852.46,1134.59,9,Delayed
26980,494,136,30,20240627,443,401,280,37.72,55.61,15,Delivered
26981,1265,496,4,20241024,144,79,352,1241.22,1586.5,8,Pending
26982,518,87,56,20230812,342,127,258,1279.93,1870.23,8,Delayed
26983,661,337,83,20230113,375,317,266,823.51,966.94,2,Delayed
26984,99,84,38,20230611,62,3,120,995.9,1227.02,4,Delayed
26985,1640,51,57,20240528,206,159,194,758.41,855.62,17,Delivered
26986,924,45,5,20250704,96,8,121,283.14,331.74,18,Delivered
26987,152,80,69,20230126,345,161,348,108.73,144.87,13,Delivered
26988,1379,10,57,20251201,495,106,470,23.53,26.25,11,Delayed
26989,1522,204,43,20230220,222,197,302,761.88,944.92,11,Pending
26990,1620,177,100,20250304,429,359,137,452.84,632.46,17,Delivered
26991,1054,397,8,20221024,393,372,90,182.28,238.85,14,Pending
26992,823,452,64,20220511,90,79,219,687.09,937.55,5,Delivered
26993,1175,327,73,20250930,260,126,325,755.23,1102.58,11,Delivered
26994,650,454,31,20250810,339,189,314,502.4,671.5,7,Delayed
26995,1245,483,67,20230417,455,350,183,1091.22,1326.44,2,Delayed
26996,29,187,95,20241109,327,21,368,1126.89,1533.08,3,Pending
26997,388,22,49,20240616,52,15,120,1448.85,1608.26,9,Delivered
26998,631,53,94,20240522,76,45,111,327.03,374.59,11,Delayed
26999,662,148,34,20230126,146,133,102,625.55,917.52,18,Delivered
27000,1974,409,11,20231011,375,174,328,289.37,348.09,6,Delayed
27001,1732,33,20,20241028,378,151,296,964.1,1209.33,13,Delivered
27002,850,28,13,20220808,463,412,174,1160.21,1344.37,18,Delayed
27003,1597,287,21,20240120,308,242,344,1041.54,1240.64,14,Delayed
27004,1302,309,8,20241227,262,34,243,794.83,885.42,18,Delivered
27005,1781,440,64,20230623,173,61,399,845.35,1068.23,5,Delivered
27006,693,302,38,20240208,63,42,82,1352.15,1999.55,15,Delivered
27007,1053,185,60,20240914,85,12,128,172.04,189.87,9,Delayed
27008,1296,412,5,20231110,224,108,197,959.96,1341.56,12,Pending
27009,111,74,9,20240829,299,200,175,801.7,1051.56,2,Delivered
27010,569,387,65,20220131,176,61,298,615.24,850.72,13,Delivered
27011,576,376,42,20250131,57,39,165,1476.89,1997.24,2,Pending
27012,100,214,64,20250928,368,364,192,906.48,1210.88,10,Delivered
27013,1856,2,67,20240904,240,233,226,374.93,477.35,11,Delivered
27014,885,485,68,20230617,41,32,173,778.03,955.88,11,Pending
27015,1583,331,90,20220604,27,16,184,841.56,964.92,7,Delayed
27016,1489,148,78,20251011,381,165,473,1040.83,1447.77,10,Pending
27017,31,84,67,20220313,281,143,373,327.9,373.33,5,Delayed
27018,1108,277,10,20230912,332,229,235,57.27,79.09,20,Pending
27019,732,340,49,20250118,250,15,306,211.57,260.73,3,Delivered
27020,1616,309,46,20220829,374,311,223,210.41,261.6,14,Pending
27021,1464,105,98,20230512,275,202,195,529.51,641.23,16,Delivered
27022,279,251,12,20230328,178,151,240,36.61,48.65,6,Delayed
27023,1819,353,14,20240310,182,79,108,227.24,278.04,20,Delivered
27024,827,389,68,20250208,184,111,88,433.04,616.56,10,Delivered
27025,971,432,9,20230717,49,32,29,1322.55,1474.86,12,Delivered
27026,739,442,84,20221228,483,246,400,1417.49,1693.91,16,Delivered
27027,547,351,4,20220908,46,13,198,621.97,914.78,6,Delayed
27028,924,236,52,20251123,210,88,346,509.64,636.19,18,Delayed
27029,607,139,86,20221225,91,77,233,341.18,504.44,2,Delivered
27030,1814,33,70,20240429,153,5,351,1363.65,1594.66,7,Pending
27031,872,159,19,20230602,74,26,277,168.88,195.44,17,Pending
27032,450,452,4,20221007,406,101,523,646.37,902.96,17,Pending
27033,459,176,88,20231008,191,176,15,1067.06,1392.16,3,Delayed
27034,268,19,1,20230930,270,268,44,1053.0,1388.13,8,Pending
27035,28,80,87,20240603,411,266,366,362.79,503.15,12,Delayed
27036,863,393,48,20250712,181,3,452,944.38,1258.62,5,Delayed
27037,225,449,87,20220512,203,125,289,791.44,1010.21,3,Pending
27038,1605,319,1,20251106,451,376,172,185.36,221.65,7,Delayed
27039,1314,315,56,20241002,271,258,289,1390.67,1929.74,16,Delivered
27040,1588,273,99,20230115,200,117,349,349.27,384.99,18,Pending
27041,946,435,55,20240229,116,89,111,267.65,392.34,11,Delivered
27042,1632,177,4,20240812,335,319,262,820.49,981.87,6,Pending
27043,906,346,94,20240723,312,78,452,154.98,226.49,6,Delivered
27044,1144,17,7,20230307,158,155,200,1174.47,1322.02,10,Delayed
27045,940,173,33,20251206,234,76,340,832.47,1034.36,8,Delayed
27046,1599,434,31,20251204,250,249,296,752.22,884.88,9,Delayed
27047,573,406,30,20230201,160,84,350,607.78,863.7,5,Pending
27048,1342,374,33,20240228,135,52,277,581.21,707.37,5,Pending
27049,154,357,17,20230517,323,94,506,632.9,925.32,8,Delivered
27050,200,413,3,20251207,464,158,510,741.49,844.47,4,Delivered
27051,336,318,21,20231205,142,17,305,581.8,695.37,4,Delivered
27052,319,434,58,20250116,437,51,626,1195.5,1569.15,13,Pending
27053,1287,288,78,20240929,476,60,487,701.86,972.66,18,Delayed
27054,289,419,12,20230224,335,0,585,683.58,914.53,17,Delayed
27055,1254,37,52,20251123,226,84,215,1241.42,1784.46,12,Delayed
27056,1356,156,52,20250706,320,256,198,1230.9,1477.77,19,Delivered
27057,447,372,40,20240118,360,127,494,1049.66,1293.34,7,Pending
27058,1885,461,81,20250630,498,22,494,141.18,186.22,20,Delayed
27059,716,222,4,20230308,439,392,332,1288.33,1794.84,14,Pending
27060,545,49,86,20240504,481,261,519,1048.53,1298.07,13,Delayed
27061,250,252,96,20250113,296,132,260,1167.96,1700.98,3,Pending
27062,1216,79,73,20220604,312,22,302,1379.56,1790.26,14,Delivered
27063,1321,388,53,20220408,100,93,51,510.72,712.13,20,Delivered
27064,201,434,51,20220913,348,172,195,606.57,709.42,3,Pending
27065,1586,131,45,20240119,439,59,422,850.67,1072.79,6,Delivered
27066,1605,285,2,20241015,366,276,93,1448.3,2063.57,14,Delayed
27067,7,388,100,20230112,140,61,332,279.81,402.83,17,Pending
27068,892,379,27,20220521,197,116,311,53.89,75.85,15,Delivered
